Gene,GFPneg #1,GFPneg #2,GFPneg #3,GFPhigh #1,GFPhigh #2,GFPhigh #3
Fmo2,5.868698289,6.814904772,5.727422851,11.78837731,11.97820788,11.94478446
Lamp3,4.168370509,4.330129714,3.977253179,9.798960985,9.86745902,10.09975147
Pon1,3.648525808,4.399747591,3.928226529,9.71972751,9.665342043,9.8634851
Slc34a2,5.459933304,5.964736039,5.195826989,11.20751167,11.26556304,11.10271015
Cxcl15,4.702184035,5.25096766,4.802366283,10.34044867,10.3096947,11.00801417
Cckar,5.253648066,6.058545884,5.217113379,11.1679929,11.09911533,11.05812765
Slco4c1,4.302417144,4.400205503,3.880123866,9.90659375,9.60946375,9.748232728
Retnla,3.885641671,5.344717689,4.192199269,10.28708965,9.887134122,9.921679182
Chad,6.40646027,7.142683068,6.555158638,12.15965619,12.11085721,12.2951582
Gja1,4.879004282,4.77122085,4.443826991,10.40092578,9.706778801,10.24442782
Osmr,5.572175962,6.72143219,5.838960427,11.37148598,11.37637254,11.45383598
Hp,7.091879779,7.419145206,6.957030568,12.58616871,12.36765713,12.53918273
AU021092,5.810334895,6.532225572,6.178028412,11.36293276,11.46627904,11.58545839
Gabrp,6.781650849,7.593485864,6.741214272,12.4368385,12.13499518,12.2503661
Cyp4b1,5.379490369,6.203974799,5.394770394,10.83551533,11.09566377,10.70482196
Tacstd2,5.308699037,5.413536034,5.206773229,10.47485868,10.5607217,10.44599332
Mettl7a1,4.853402419,5.784581273,5.533282295,10.5172634,10.74112963,10.38623022
Slc4a5,5.36160266,5.957847706,5.26602891,10.58104897,10.70703883,10.69027322
Scgb3a1,7.068562988,8.13339577,6.687179824,12.58722992,12.26420089,12.36608245
Ptgs2,6.080928413,5.773411881,5.672584449,11.23866473,10.71278141,10.87605286
Zfp36l1,7.17093905,7.523667874,6.548803895,12.21081342,12.22558348,12.04854845
Ano1,4.63936953,5.016157965,5.77543811,10.23177589,10.20372984,10.20241973
B430010I23Rik,3.913626469,4.341813185,3.764371151,9.153389938,9.068448807,9.002601649
Cyp4f15,3.60098321,3.697188737,4.732246294,9.163989591,9.107075642,8.850092168
Bmp4,4.856811876,5.758382753,6.261939059,10.52932235,10.72914856,10.67223387
C3,6.156102351,6.579117646,6.486176381,11.42983956,11.3430543,11.49040029
Upk3a,6.391525284,6.537646731,6.114512861,11.4825075,11.27224528,11.16049318
Cp,5.335276108,5.196594171,5.007773687,10.02140128,9.986637145,10.31640623
Aox3,4.836476415,5.105238081,4.611297409,9.830017327,9.71592634,9.745482193
Ccdc141,5.266733273,4.824508651,4.879831446,9.944761827,9.931862894,9.805523813
Klk13,5.913684802,5.71996868,5.710530059,10.60121478,10.64863848,10.73663916
Bmp5,4.471573488,4.742583015,4.787128401,9.68063818,9.316028683,9.610046145
Mme,4.8455084,4.466175141,4.546976335,9.673922441,9.09357957,9.693826044
Fmo1,5.489897735,5.838072099,5.66815307,10.26782591,10.63340212,10.65327937
Sftpb,7.642519651,8.917991166,7.779369534,12.88939353,12.99235322,12.9958761
Myo5c,5.884736667,5.925759585,5.789206463,10.67777065,10.90435744,10.47067793
Calml3,5.111267444,4.432443238,5.120390442,9.670392133,9.43458784,9.995701403
Ctsh,5.541259359,5.733847162,5.55691805,10.37554917,10.50447569,10.37976642
Pnliprp1,4.875823611,4.434320974,4.708759736,9.998758588,9.011602769,9.401445244
Rai14,5.646200376,5.761729872,5.489754725,10.49971216,10.46569943,10.31798315
Gsta4,5.719826886,5.471047421,5.50163613,10.40110918,10.38673727,10.22850411
Anxa3,5.213289919,6.023157031,5.169437479,10.34496213,10.31852889,10.01848253
Rassf9,4.00724095,4.304070904,4.629689238,8.909351616,9.10358084,9.19275358
Cbr2,7.732805401,8.511257939,7.693699803,12.7463056,12.67910535,12.70888635
Fam150a,4.062350105,3.1568612,4.048343678,8.689012115,8.203314831,8.302157284
Cyp2f2,8.09220574,8.986889037,8.046057177,12.99938291,12.9548547,13.06283659
Trpm6,4.739960418,4.974371554,4.766380614,9.765497307,9.569362029,9.026826191
1700084C01Rik,5.257724552,5.2162225,5.032415862,9.661528627,9.754368117,9.929176261
Fgg,4.177440629,4.626543036,3.899885465,8.781875074,8.641177019,9.076079589
Cyp2b10,4.022709757,4.170630434,4.039115086,8.537124791,8.885119636,8.580994633
Olfml2a,5.732636733,6.074904047,5.511266873,10.25424704,10.53991235,10.22780224
AW112010,5.542182915,5.891429059,5.560275618,10.39156385,10.06276096,10.2168874
Ppic,5.58099198,5.291094501,5.465529169,10.14059486,9.809384652,10.01087143
Bgn,7.376109017,7.538960647,6.940100699,11.55475089,11.82310747,12.07767881
Ager,6.92858313,6.87125226,6.685639654,11.30026307,11.50526726,11.2616901
Mal,5.55439847,5.628418201,5.605782936,10.15905492,10.05155806,10.07143871
Cyp1b1,4.854553897,4.525043783,4.523620783,8.932326518,8.863632117,9.537552318
Serpinb6b,5.249472087,5.145816384,5.596932479,9.705852667,9.984820776,9.721644529
Krt23,4.324630593,4.201714901,4.135240901,8.584103872,8.686473423,8.806327834
Ccdc129,4.221566127,4.912039295,4.668358775,9.21673786,9.173895369,8.811504825
Edn1,4.653024226,4.133755957,4.494973151,9.117833486,8.909543315,8.592138142
Rasl11a,4.863407299,5.431545956,5.527202634,9.844356624,9.73413351,9.49919763
Ly6i,4.208387686,4.167088089,3.834290225,8.520018431,8.142199905,8.77060536
Sftpd,5.401459207,5.648893646,5.714753748,9.953671013,9.968082903,9.932305788
Dpp4,4.751775662,4.646527484,4.377709182,8.939449195,8.967907802,8.943410333
Ptgs1,4.628229527,4.807851013,4.637824858,9.185559502,9.107563921,8.832256743
Slc4a4,5.590446322,5.556991055,6.003132476,10.325754,9.931310942,9.936072053
Acss1,6.151695099,6.23871753,5.968561143,10.51528313,10.38392378,10.46433468
Muc5b,5.517335627,6.22969668,5.291301355,9.938263007,10.19271144,9.90703883
Sox9,5.547473152,6.023228621,6.22328559,10.20239884,10.15492537,10.30205593
Igfbp7,6.239711778,6.456215381,6.188125096,10.41732099,10.52510295,10.74982382
Mpzl2,3.751593038,4.661146236,4.139535657,8.598733994,8.299160731,8.454763446
H2-Ab1,6.725552102,7.086723608,7.017540225,11.27943024,11.48451914,10.81904799
Tinag,2.565353619,3.70945846,3.520818273,7.387377005,7.61025018,7.535581059
Aqp5,6.086201699,6.195037988,6.65258605,10.67675709,10.51178809,10.4001435
Lcn2,5.613866234,6.056407378,6.352699265,10.03183392,10.07326296,10.56646274
Dram1,5.603058901,6.109468261,5.898131446,10.05291385,10.03645695,10.07377282
Sparc,4.653776457,4.709515037,4.490078758,8.687531696,8.831357873,8.863198863
Tspan11,5.903053995,6.189287749,5.969308749,10.15382322,10.39891755,10.00533812
Atp6v1b1,5.081412996,4.962258494,4.927836718,9.451982067,9.18834113,8.728439144
Mgst1,6.428589505,6.130800185,6.083652274,10.60468076,10.2268539,10.17175821
Fmo4,4.696520808,4.589235617,4.101446209,8.479526016,8.779728089,8.427837875
C6,4.723314107,4.481166751,4.377809474,8.588328453,8.474311016,8.814287226
Ace2,3.888418144,4.267420502,4.505630693,8.554823383,7.967036846,8.412314064
Scd1,8.536689864,8.74001738,8.510175662,12.66081237,12.63947086,12.74609162
Acsf2,5.86005469,6.119213019,5.954841626,10.11675045,10.08969008,9.963355084
Scgb3a2,7.770406684,8.347878767,7.687490194,12.2365609,11.76373806,11.98953077
Foxq1,4.848592604,5.327011698,5.091028239,9.324658528,9.206966633,8.882382829
H2-Aa,5.655549287,5.692238658,5.390441126,9.704007471,9.82102055,9.352996033
Myof,5.923879175,5.702317964,5.792867487,9.999099218,9.858117429,9.689300184
Erbb2,5.862023767,5.650144697,5.708287542,9.735665729,9.900719712,9.660046283
Smpdl3b,5.987313382,5.91391557,6.019953187,10.098,9.767169444,10.11079259
Slc23a1,5.804336916,5.392938882,5.754679423,9.694600031,9.737237556,9.560101777
Rhbg,4.784091079,5.095235679,5.123991291,9.454397005,8.681360818,8.893130435
Lrp2,4.287440514,4.289111057,4.457415455,8.60688995,7.795540774,8.577558818
Zfp521,5.003772666,4.867949081,4.619594652,9.039698761,8.602537064,8.749234686
Hc,4.035288467,3.622766098,4.092222263,7.591226928,7.542828447,8.502803574
Car2,5.643600289,5.513251568,5.413998165,9.595828431,9.45321745,9.382141081
Plxdc2,5.697088795,5.492973913,5.041795697,9.188350842,9.446841479,9.44581857
Susd2,5.806185615,6.176821869,6.374964818,9.741700965,10.15961156,10.30000247
Fads3,6.587696937,6.516215672,6.743091323,10.54624131,10.6265408,10.47095929
Efna1,6.283669144,6.438174158,6.062459228,10.09272678,10.17837021,10.23534122
Iyd,5.851610228,5.298408742,5.112756701,9.30575143,9.417150033,9.20808
Tlr5,5.978981511,6.284844634,5.934888644,9.858946699,9.848813986,10.14301429
Selenbp1,7.679219677,8.027411931,8.001350645,11.58093537,12.06959901,11.67561109
Kdr,5.971512813,5.760078546,5.825416863,9.826954199,9.534893389,9.802743067
Slco2a1,5.584152944,5.618066798,5.880717216,9.691779104,9.625199439,9.372595577
Fgfr3,4.969693876,4.536186354,5.141112427,8.913537094,8.765228181,8.560560242
Cldn8,4.700179238,4.602704029,4.686290397,8.401443212,8.573702724,8.598289491
Gpx8,5.350501246,5.854756006,4.956979499,9.127956242,9.218245394,9.388038566
Vsig1,3.804642561,4.558473631,3.978098863,8.44381022,7.67035005,7.776589645
Iigp1,3.689419712,3.710891784,4.173529032,8.005393092,7.598737653,7.511658916
Clic3,6.125212003,6.148589597,5.838908686,10.0602583,9.894732703,9.648344179
Sema4a,5.782807277,5.998287938,6.00357254,9.740344083,9.74023904,9.793703022
Car5b,4.027111181,4.508170604,4.909500701,8.182515253,8.478386862,8.224047946
Vnn1,4.250990825,4.522804629,4.233278243,8.111571446,7.755608197,8.356886566
Mecom,4.764985456,5.471150358,5.840887488,9.050168358,8.976382276,9.192109573
Adrb2,5.186061396,5.238090586,5.884761659,9.286501775,9.309464344,8.832030538
Atoh8,5.655481912,6.029607615,7.015904244,9.763981108,10.14577166,9.908533162
Cat,6.987675607,7.823362313,9.072378201,11.51628109,11.61103918,11.85145697
Cecr2,4.473478236,3.952308589,4.230269131,7.892872079,8.22515586,7.592240185
Abcc3,5.93883819,6.670793164,5.932020815,10.08821907,9.736996443,9.739211053
Cybrd1,5.17006225,5.331377783,5.088138232,9.376525077,7.853648238,9.347809217
Gstk1,5.702725068,6.138395442,5.617319795,9.636965643,9.37115286,9.42392152
Rbm47,4.283246291,4.926941828,4.175807203,8.177137913,7.916255873,8.258983577
Dchs2,4.47432417,4.469865851,4.448799613,8.343052946,7.918977087,8.060203947
Cxcl16,6.436247944,6.15211678,6.264750964,10.12424935,9.805680377,9.851979766
Slc1a1,4.382061919,4.181746893,4.980373573,8.223733307,8.051721805,8.174986033
Sftpc,6.807461217,6.730084302,6.486833353,9.605589221,10.14419892,11.17529449
AA986860,6.694901564,7.036455366,6.82652957,10.62323697,10.69815142,10.09946695
Elf5,4.815849008,4.445842618,4.397622835,8.149602018,8.33795288,8.014563286
Mtus1,5.552297384,5.559280082,5.313502883,9.136287039,9.207126433,8.907041554
Bcan,5.295051136,4.560364143,5.633822856,8.956104779,8.796524527,8.542887353
Gdpd2,5.144871607,5.002471078,4.912905637,7.863112016,9.262203993,8.741092844
9030404E10Rik,4.880440733,4.952694763,4.662401893,8.79974659,8.549064556,7.951265702
Steap4,4.336437878,4.473076889,4.2739659,7.58420789,7.699561333,8.598256991
Ltf,4.941225129,5.308759508,4.819452339,8.230961605,8.614086942,8.969139117
Klk10,5.359984024,5.386595334,5.535435901,9.513232246,8.325736328,9.180267335
Atp6v1c2,5.550754818,5.532279331,5.377842535,9.156409926,9.141985995,8.890153516
Kcnj15,4.937846898,4.757814354,4.774304616,8.225829522,8.708515858,8.225980928
Muc4,5.307688259,5.858305954,5.042858486,8.912035629,8.999273402,8.979831169
Atp10d,6.215354796,6.450053376,6.515181049,9.931910075,10.13405752,9.796512515
Wwtr1,5.605385478,5.258917262,5.615472913,9.071633345,9.205892702,8.878388509
Pkhd1,4.377655901,4.129291486,4.253995908,8.19667164,7.871300107,7.364405575
Hes1,6.928020835,6.977661146,6.646861305,10.48995864,10.27171507,10.42538039
1810010H24Rik,6.448190398,6.427476044,6.139090954,9.888293821,9.870111665,9.865851313
Sec14l3,4.527308425,3.819619061,5.106826841,8.066479813,8.064649812,7.923176419
Sp100,6.317135096,6.192833056,5.620820255,9.670988022,9.528143267,9.505483687
Pdlim2,5.57339511,6.016952962,5.781355315,9.310566186,9.721433715,8.905526163
Cyp2s1,6.137396604,6.14022767,5.400176638,9.447519054,9.238032722,9.505953818
Efemp1,5.945226361,6.449055126,5.86162942,9.588167068,9.49272075,9.679698626
Lamb2,6.175766815,6.007689481,6.044269833,9.618415229,9.680887024,9.397882328
Mall,4.558926413,5.204733594,5.514054256,8.550477632,8.408368241,8.775643256
Notch1,6.17438823,5.831663154,5.922082481,9.513716023,9.548607452,9.25738279
Agmo,4.119490384,4.680672941,4.206126393,7.824195195,7.827025549,7.733395129
Runx1,6.544417504,7.147667898,6.622093207,10.20312119,10.25242749,10.20569753
Wdr72,4.424117149,5.118283583,4.069738868,7.850767051,8.213362605,7.875668996
Cdc42ep1,5.236962429,5.350317503,5.541796554,8.914584377,8.994468481,8.489154184
Pitpnm3,4.362658261,4.617510455,4.60583808,8.227779344,8.072242685,7.55074852
Tc2n,7.388817713,8.040232911,6.969247486,10.87743687,10.80289844,10.96731921
Fzd1,5.124160582,5.725458947,6.198236666,9.129078598,9.162910577,8.976031724
Scnn1b,5.923732885,6.443886225,5.660761409,9.427098544,9.482018821,9.317974564
Mob3b,5.781742702,6.035693546,5.913627726,9.393505062,9.340981849,9.191202159
Col23a1,6.562053934,6.503881646,6.83190689,10.27980222,10.13887987,9.659730446
Maob,5.4132441,5.885648396,5.032230031,8.747455268,8.674729155,9.045556345
Gpam,6.905202373,7.135065285,7.186467873,10.30935618,10.50102815,10.55252064
Pigr,7.624813697,8.233382138,7.669871221,11.10374156,11.07558658,11.46598742
Dock8,5.788545834,5.865807794,6.076309892,9.47590863,9.18831841,9.181404463
Epn3,6.624892741,6.7096131,6.541929981,9.881663675,10.07539733,9.999288144
Ptges,5.8576513,6.708442286,6.223952941,9.635045349,9.373792322,9.829290374
Gsto1,5.560763862,5.408549,4.919264289,8.913499415,8.465261374,8.528799003
Pld2,5.55959774,4.853783239,5.01244783,8.509233055,8.525711974,8.400664249
Hmha1,6.233081311,5.785338299,5.899978489,9.493804177,9.440046345,8.983043206
Col15a1,4.710870244,5.089039402,4.99522014,8.001549784,8.348146632,8.441886012
Syde1,4.295303397,4.159818927,3.998366369,7.514860849,7.296350417,7.632635329
Clic6,4.395120978,5.828247187,5.839858839,8.600915636,8.73776489,8.712109347
Ppp1r14c,2.850230245,3.61857501,3.744957136,6.78012242,6.897833825,6.513798208
Xdh,5.305020348,5.333121589,6.035958416,8.998829465,9.208766891,8.433511708
Itpkb,5.27792576,5.333368041,4.926594178,8.45724383,8.416659957,8.625251832
Spink5,4.890023687,4.264348794,4.806722508,8.235874444,7.683016261,7.99575249
Itga7,6.10181835,5.615151309,5.635369055,9.061392634,9.33398975,8.899497917
Ahr,7.773833003,8.039654985,7.465451714,11.0292902,11.0706678,11.08303333
P2ry2,4.594129684,4.924764449,5.079917638,8.239585172,8.286620974,7.974686065
Vamp5,5.024509811,5.714703215,5.411939321,8.686561869,8.870005812,8.464823135
Adamts10,4.853817961,4.979566081,6.488493272,8.696252899,9.117019192,8.369218281
St3gal1,6.298228684,6.712620764,6.708652899,9.76484886,9.896320251,9.866624117
Cnn2,6.507002999,7.009447974,6.335108476,9.931450351,10.0197824,9.686113393
Lcp1,6.719922087,5.957335404,6.467235443,9.587569788,9.519148983,9.801543162
Pla2g4a,4.666323179,4.738087501,4.516657756,8.061730866,7.751325685,7.870518023
Phlda1,6.461852827,6.642571861,6.363937844,10.22854008,9.543740506,9.418970098
Fas,3.86231943,4.093768959,3.727070575,7.38251632,6.769938481,7.25079528
Osgin1,6.563323859,6.231590726,6.581788304,9.89417845,9.517246084,9.644678034
Clip4,8.197218737,7.602464229,8.121607727,11.2714784,11.30223984,11.01454058
Daam2,4.844997291,4.26845532,4.456732961,7.473555736,8.037282362,7.722248877
Akr1c14,5.045995296,4.961807004,4.633099441,8.051331013,8.239496944,7.979676395
Anxa8,5.004467589,4.568402503,4.742540484,8.449666019,6.826508341,8.655455054
Dhrs3,6.749237819,7.107552346,6.750140643,9.97108346,10.20653161,10.03889274
Vtcn1,5.135337316,5.597792221,5.337793675,8.723292065,8.430806028,8.436478211
Pde7b,4.050763797,4.30313335,4.354845735,7.237890812,7.335450911,7.654477878
Eya2,6.022873886,5.933812788,7.219905432,9.652629384,9.6624725,9.370212126
Ahnak,6.717578295,6.701749403,6.511591063,9.897466291,9.958716515,9.571888876
Ltbp1,5.14778474,5.002621141,5.619464148,8.370333063,8.027797291,8.864329634
Cx3cl1,6.100162228,6.295684753,5.791818627,9.156650895,9.227620462,9.280905097
Atp7b,6.760561596,7.178802855,6.248008986,9.740837001,10.06291744,9.836669466
Prss35,5.292581314,4.810105572,5.346857525,8.243749678,8.224016436,8.424739083
Krt19,6.692917327,7.998337197,6.925090883,10.32025275,10.49209509,10.23167233
Ptgs2os2,4.552016231,4.847807006,4.621769428,8.112301536,7.666888074,7.645870241
Eya1,6.798037337,7.001131331,6.619710482,9.974356511,9.81995138,10.0193325
Muc5ac,4.875346596,4.65476356,4.700334739,8.113885344,7.498106794,8.005639442
4930523C07Rik,6.380628773,6.514669493,6.222948217,9.767481619,9.441681802,9.262338992
Il18r1,6.779570315,7.557738088,6.32429981,10.15312138,9.976889925,9.881108842
Epha4,5.888500968,5.266409322,6.027684426,8.973997595,8.710690695,8.835238507
Rnf43,5.220275931,4.555720079,4.94898431,7.977221648,8.080455667,7.999597384
Tgfb2,5.19946627,4.823641417,4.865937095,8.600821151,7.717951296,7.891602484
Gstt1,6.535930115,6.666535627,6.446435915,9.676804474,9.56873694,9.705433031
Dynlrb2,4.749022452,4.657609221,4.545155706,8.185829256,7.432176542,7.633795561
Aox1,6.126989036,6.201788259,5.848493892,9.191083742,9.239654886,9.036704356
Cxcl17,7.226713406,8.175675395,7.269767512,10.76144357,10.56660771,10.62121212
Gstt3,4.756992372,4.823571138,4.858715963,7.769286571,7.780764362,8.14242967
Rasgef1b,5.898722589,6.082511539,5.943070998,9.520837086,9.12350803,8.477064984
Lrg1,6.065439809,6.203188719,5.415819409,8.837133821,8.96691275,9.07567102
Gsta3,4.638260614,4.449541951,4.511734115,7.634819818,7.518576136,7.604083827
Egfl6,7.143151227,7.531711509,8.017658191,10.7959457,10.48527618,10.56387682
Ptpn13,7.667417318,7.615457339,7.510934279,10.79713015,10.6566261,10.49043448
Tnfsf13b,5.574411144,5.2192644,5.236501912,8.585140616,8.160615318,8.430550867
Plekhd1,5.140127171,4.939222822,5.16341627,8.382837834,8.376584691,7.622477306
Ajuba,4.151727751,3.991754501,4.458916236,7.324009906,7.035228743,7.379127164
Cyr61,7.744951664,8.85294976,8.386442581,11.59815766,11.31554349,11.15801776
Cldn10,5.888079327,5.752504535,6.016176208,9.096848974,8.785789099,8.841452531
Muc2,4.5670131,4.970695858,5.596090477,7.890168784,8.556513542,7.746776669
Rmst,4.601113953,4.116986137,6.332003654,8.497240199,7.912195082,7.68568103
Esr1,5.350307351,5.482150324,5.766723472,8.512160539,8.48691574,8.622500651
Rarb,4.972294198,4.842751025,4.937031281,8.183860079,7.932500787,7.65810909
4933407I18Rik,5.677989627,5.47047437,5.509107668,8.754566032,8.890764508,8.025907107
Rnf186,6.286244863,6.294256908,6.620656451,9.274112763,9.595148367,9.343529522
Lamb3,4.956602378,5.481795891,5.318650619,8.395050107,8.018673919,8.353161736
Stxbp6,5.502705304,5.783436549,5.81445269,8.892853244,8.624289803,8.588569421
Cd55,5.774744212,6.178764609,6.236325174,9.370607898,8.929015171,8.894548793
Gbp8,4.124784772,3.840097308,4.843772826,7.588526845,7.142787329,7.061192744
5930403L14Rik,4.552850807,4.41982767,4.545168821,7.582140375,7.525727191,7.387637741
1700016C15Rik,3.40916462,3.597362236,4.129215995,6.489402054,6.95663964,6.661299215
Fmo3,4.383029768,4.011208575,4.021745076,7.122646219,7.084604599,7.173354301
Sdpr,5.54366867,4.81820811,5.012800707,8.352674323,8.185147775,7.796518243
Cpne8,4.293180512,4.816173238,4.402977688,7.730357399,7.637768131,7.103285618
Serpine1,8.393962875,8.780825407,8.254067241,11.11087061,11.58842556,11.62918467
Acpp,5.032118331,5.055978808,4.760063722,7.810229399,7.902204488,8.034311261
Npc2,8.304152022,8.684477843,8.417881276,11.43397102,11.55840765,11.3061079
Ier3,7.631464769,7.947307781,7.526948825,11.06600669,10.49876672,10.43106736
Ehd2,5.255877323,5.029079395,5.269193927,7.991477991,8.144572801,8.29313997
Sytl2,4.329019673,5.048174345,4.861894524,7.940210791,7.360709445,7.752288824
Met,5.834600153,6.650314646,6.201092252,9.073731582,9.14353344,9.26603557
Tmem27,3.518323793,3.715801337,2.983188401,6.540770532,6.202447056,6.238644551
Tfap2a,3.559172427,3.803479705,3.363388835,6.631802856,6.384448448,6.469995237
Rgcc,5.775297678,5.280749598,5.323614344,8.537443296,8.217704741,8.371257289
Als2cl,5.491971775,5.822630478,5.119691443,8.315282808,8.695569567,8.160526362
Stom,7.005195287,7.14329732,7.115843052,10.09755338,9.772717084,10.09930701
Gja1,2.528763572,3.092642565,2.528763572,5.836833666,5.27633737,5.729862532
Gja1,2.528763572,3.092642565,2.528763572,5.836833666,5.27633737,5.729862532
Nedd4l,7.771224324,7.942237886,8.409829371,10.84153459,11.02094623,10.93211352
Sdc1,6.417474866,6.993379555,6.734720573,9.78674106,9.462801309,9.54718072
Fstl1,5.435513751,5.426877878,6.130718316,8.351574582,8.512237339,8.762287707
Tspan9,5.886305769,6.307648249,6.139013217,8.814881784,9.099216521,9.047676563
Kifc3,5.992855112,6.041820769,5.908497887,8.823551677,8.866427647,8.857691277
Ephb4,4.753762383,4.667822658,5.263947005,7.708340149,7.824598649,7.713093134
Itga2,4.624014831,5.278209574,5.00749894,8.078717976,7.636112951,7.75398486
Wfdc1,4.987496059,5.039746822,5.072131588,7.752287587,7.984464563,7.904179254
Scnn1g,6.722164472,7.109129802,6.708158481,9.587373682,9.673411405,9.804535729
Il17re,5.380675469,5.448883716,5.593847489,8.201453642,8.433290209,8.309259087
Nckap5,4.887764016,4.506712402,4.591966462,7.610523412,7.557024535,7.316583471
Kitl,5.758908297,5.338913689,7.122976492,8.986649085,9.154230998,8.55618254
Nqo1,4.75332822,4.829717746,4.005851242,7.428650075,7.24995261,7.378717472
Smim6,4.908074326,5.619953312,5.331033858,8.322740673,8.08793296,7.915405829
Ppap2b,7.183776948,7.699319953,7.29610041,10.12389488,10.1120015,10.38293635
Cat,6.279256962,5.751072003,6.367531693,8.289379857,9.068643681,9.473288204
Notch3,5.611504375,5.34311396,5.792411844,8.504822529,8.332140281,8.340304341
Oat,6.962190308,7.165464938,6.934258808,9.906210165,9.715496209,9.854169119
Sfta2,6.114905587,6.035027967,6.365976915,9.389223842,8.835418816,8.691711328
Atp11a,5.280203046,5.20519077,4.601252753,7.623050626,7.974339235,7.879628661
1810064F22Rik,4.093607438,3.949262995,3.830110181,7.366079437,6.772749378,6.122750891
Lama5,7.224796226,7.160060735,7.16912588,10.09969117,10.16135521,9.658253595
Mettl20,5.316524332,4.797543894,4.826643079,8.035659793,7.618913888,7.623886275
Clic5,7.105319965,7.264429182,6.71569504,9.827673596,9.910965802,9.647554565
Bpifb1,6.462163832,6.525930604,6.010618,9.303258935,9.228529515,8.761551343
Fbln5,5.374959902,5.106144893,5.370722637,8.129854359,8.044971689,7.962486354
Cryab,7.303041668,6.278989312,7.459225652,9.609272969,9.945490998,9.770674559
Idh1,6.290027763,6.08839355,6.187843307,8.951589351,8.843753736,9.034898524
D630039A03Rik,5.597011626,5.316346817,5.662939646,8.138758042,8.31614081,8.359620632
Pon3,7.636529861,8.062470781,7.483711521,10.45389566,10.4297987,10.53230052
Ephx1,7.696797106,7.310881412,7.034132219,10.27455825,9.900484012,10.08472326
Pvr,5.629384917,5.691092178,5.428030736,8.789775177,8.010596291,8.145895296
Anxa2,7.304414285,7.751179677,6.964773347,10.08458459,10.10810717,10.01914598
Tmem139,5.54146764,5.950067363,5.567362379,8.443145915,8.665315169,8.141321756
Mfge8,7.087138228,7.071657666,7.323865499,10.0172525,9.739495997,9.905022072
Sgpp2,5.558757145,4.873399077,5.50438019,7.996199096,8.133180124,7.975512948
Swap70,5.879287178,5.52327836,5.534515013,8.517260178,8.329738068,8.253921936
Gm3515,5.72048528,5.482996249,7.198315364,9.09906174,9.053178099,8.407078334
Npr2,5.359718148,5.313617467,5.041429628,7.909108961,8.240171309,7.706579131
Cldn18,6.432947744,6.908473267,6.487946591,9.329512669,9.412133234,9.226993642
LOC100503923,3.986555846,4.15785118,3.887467662,6.535071748,6.622158269,7.007770485
LOC100503923,3.986555846,4.15785118,3.887467662,6.535071748,6.622158269,7.007770485
Aldh2,8.743572343,8.364600838,8.056200161,11.08060178,11.09792726,11.11671617
Sparc,5.103030777,4.986726888,4.890515073,7.269838972,7.881370062,7.926487644
Adamtsl1,4.327392058,4.260852375,5.09910597,7.617593558,6.898282631,7.259204952
Pcx,6.373678913,6.664216191,6.75615034,9.3985528,9.36527092,9.115780554
BC030870,4.342113029,4.702386763,4.124704559,7.289991923,6.96949762,6.984713877
F3,8.110728508,7.99185012,7.014336652,10.56277309,10.3320081,10.29191567
Smad3,6.204073845,6.463502897,5.988765217,8.991296696,8.86547018,8.862536224
Slc6a14,7.203121532,7.078366595,6.7660099,9.850260269,9.357845312,9.894359069
Net1,7.15895143,7.030645261,7.620579315,10.0710603,9.951112516,9.821158178
Slc44a4,5.497254833,6.124320987,5.827415915,8.40706291,8.475069858,8.596405645
Cd97,6.828697177,7.006581218,6.831186726,9.537868503,9.547860884,9.601227728
Sat1,8.362897796,8.487014974,7.971653792,11.01732349,11.16710923,10.65240199
Smo,6.085843416,5.861293963,5.853384947,8.397304152,8.7097153,8.70865102
Gm14005,4.238055166,4.468339621,3.9994486,6.696468492,7.161973878,6.859394932
Rmst,5.599343959,5.394846661,6.948859192,8.872715814,8.748828514,8.330625147
Sh2d4a,6.226376003,6.482040388,6.058667011,8.900928823,9.023898413,8.843855433
Gm15337,5.134127028,4.362288277,4.71487343,7.570602171,7.782985831,6.851318948
Samd4,5.615475737,5.158863169,5.5637568,8.420905866,8.124582206,7.779722739
Ly6c2,3.88301185,3.674709811,3.310803306,6.038155121,6.642350623,6.17137752
Rel,5.904850671,5.349271787,5.911328761,8.686555517,8.309558384,8.130744065
Sptssb,4.252359214,4.383897118,4.394110787,7.505609782,6.336847037,7.131018733
Ikzf2,4.967854105,4.843325729,4.532672015,7.390814286,7.305736289,7.587899371
Pak6,5.792915905,6.003844173,5.535697578,8.600129189,8.280326462,8.387105282
Atp2c2,4.829718489,5.593243965,4.746534766,7.989705882,7.485027861,7.627492642
Gm20558,4.585038256,4.456576809,4.51447408,7.487003948,7.425352291,6.575873067
Zfp809,6.952104687,7.228582449,6.904840097,9.71704825,9.732592527,9.556652412
F2rl1,5.320917831,5.637379335,5.047461471,8.217026688,7.946450393,7.747304551
Sh3bp1,5.681463709,5.506121911,6.291148656,8.472337538,8.534280853,8.366912289
Antxr1,5.315950321,5.174514106,5.715164972,8.403723235,7.568701345,8.11919818
Tcf7l2,4.609434902,4.979294379,4.751809064,7.549693914,7.52277397,7.151624796
St6gal1,5.021096505,4.949743788,5.278850519,7.75239387,7.57465687,7.758173637
Casp12,4.001377641,3.563122393,3.560189063,6.745280255,6.221329572,5.993082475
